STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,5/31/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/1/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/2/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/3/2020,0.32
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/4/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/5/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/6/2020,0.14
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/7/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/8/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/9/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/10/2020,0.43
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/11/2020,0.13
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/12/2020,0.04
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/13/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/14/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/15/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/16/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/17/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/18/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/19/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/20/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/21/2020,0.4
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/22/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/23/2020,1.07
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/24/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/25/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/26/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/27/2020,0.25
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/28/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/29/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,6/30/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/1/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/2/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/3/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/4/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/5/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/6/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/7/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/8/2020,2.59
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/9/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/10/2020,1.29
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/11/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/12/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/13/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/14/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/15/2020,0.16
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/16/2020,2.79
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/17/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/18/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/19/2020,0.05
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/20/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/21/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/22/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/23/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/24/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/25/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/26/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/27/2020,0.28
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/28/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/29/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/30/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,7/31/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/1/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/2/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/3/2020,0.38
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/4/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/5/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/6/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/7/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/8/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/9/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/10/2020,0.11
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/11/2020,0.12
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/12/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/13/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/14/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/15/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/16/2020,0.06
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/17/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/18/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/19/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/20/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/21/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/27/2020,
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/28/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/29/2020,0.2
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/30/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,8/31/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/1/2020,0.02
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/2/2020,0.11
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/3/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/4/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/5/2020,0.02
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/6/2020,0.1
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/7/2020,0.02
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/8/2020,0.16
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/9/2020,0.58
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/10/2020,0.14
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/11/2020,0.21
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/12/2020,0.78
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/13/2020,0.23
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/14/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/15/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/16/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/17/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/18/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/19/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/20/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/21/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/22/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/23/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/24/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/25/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/26/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/27/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/28/2020,0.38
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/29/2020,0.13
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,9/30/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/1/2020,0.07
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/2/2020,0.15
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/3/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/4/2020,0.08
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/5/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/6/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/7/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/8/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/9/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/10/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/11/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/12/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/13/2020,0.63
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/14/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/15/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/16/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/17/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/18/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/19/2020,0.21
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/20/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/21/2020,0.13
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/22/2020,0.44
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/23/2020,1.37
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/24/2020,0.17
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/25/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/26/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/27/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/28/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/29/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/30/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,10/31/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/1/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/2/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/3/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/4/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/5/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/6/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/7/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/8/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/9/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/10/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/11/2020,0.29
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/12/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/13/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/14/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/15/2020,0.32
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/16/2020,0.06
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/17/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/18/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/19/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/20/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/21/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/22/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/23/2020,0
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/24/2020,0.04
US1WIWK0081,"MENOMONEE FALLS 2.0 NE, WI US",43.168141,-88.09832,246.9,11/25/2020,0.69
